School Code,School Name,Address,Mailing Postal Code,Telephone,Email,Board Code,AreaID
917,HEBBVILLE ACADEMY ,16147 HWY 3 HEBBVILLE NS,B4V 6Y1,9025418280,HA@SSRSB.CA,58,400003899
917,AMHERST REGIONAL HIGH SCHOOL,16147 HWY 316147 HIGHWAY 3 HEBBVILLE NS,B4V 6Y1,902 541 8280,HA@SSRSB.CA,58,400003899
923,RIVERSIDE EDUCATION CENTRE ,6 RIVERSIDE DR MILFORD NS,B0N 1Y0,9027584660,GATTOSC@CCRSB.CA,53,137300107
925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL,105 PARKWOOD DR MILL COVE NS,B0J 1T0,9028572600,ACES@SSRSB.CA,58,400017481
926,BAYVIEW COMMUNITY SCHOOL ,PO BOX 160110 CLEARWAY ST MAHONE BAY NS,B0J 2E0,9026242120,BCS@SSRSB.CA,58,236700084
926,HALIFAX WEST HIGH SCHOOL,PO BOX 160110 CLEARWAY ST MAHONE BAY NS,B0J 2E0,902 624 2120,BCS@SSRSB.CA,58,236700084
927,FOREST RIDGE ACADEMY ,PO BOX 12859 FOREST VIEW DR BARRINGTON NS,B0W 1E0,9026374340,FRA@TCRSB.CA,59,400035904
928,MEADOWFIELDS COMMUNITY SCHOOL ,106 PROSPECT ST YARMOUTH NS,B5A 4J2,9027492880,MCS@TCRSB.CA,59,400005552
928,ECOLE BELLEVILLE,106 PROSPECT ST106 PROSPECT ST YARMOUTH NS,B5A 4J2,902 749 2880,MCS@TCRSB.CA,59,400005552
930,DALBRAE ACADEMY ,PO BOX 22011156 HWY 19 SW MABOU NS,B0E 1X0,9029455325,ANNC.WHALLEY@SRSB.CA,52,27700001
930,CARLETON CONSOLIDATED SCHOOL,PO BOX 22011156 HIGHWAY 19 MABOU NS,B0E 1X0,902 945 5325,KEVIN.WALKER@SRSB.CA,52,27700001
931,RICHMOND EDUCATION CENTRE/ ACADEMY,PO BOX 5993238 WHITESIDE RD LOUISDALE NS,B0E 1V0,9023454949,LOIS.LANDRY@SRSB.CA,52,41400032
931,HANTSPORT SCHOOL,PO BOX 5993238 WHITESIDE RD LOUISDALE NS,B0E 1V0,902 345 4949,LOIS.LANDRY@SRSB.CA,52,41400032
932,BAYVIEW EDUCATION CENTRE ,PO BOX 148133 COMPANY RD PORT HOOD NS,B0E 2W0,9027875220,MELANIEM.MACDONALD@SRSB.CA,52,28200040
932,INVERNESS EDUCATION CENTRE/ACADEMY,PO BOX 148133 COMPANY RD PORT HOOD NS,B0E 2W0,902 787 5220,MELANIE.MACDONALD@SRSB.CA,52,28200040
934,ANTIGONISH EDUCATION CENTRE,30 APPLESEED DR ANTIGONISH NS,B2G 3B6,9028678800,APRIL.WEAVER@SRSB.CA,52,123900236
936,TAMARAC EDUCATION CENTRE ,57 TAMARAC DR PORT HAWKESBURY NS,B9A 3G2,9026256650,SUZANNE.DELANEY@SRSB.CA,52,35300097
937,BEDFORD SOUTH SCHOOL ,2 OCEANVIEW DR BEDFORD NS,B4A 4J6,9028325800,BEDFORDS@HRSB.NS.CA,54,400041681
938,RIDGECLIFF MIDDLE SCHOOL ,35 BEECH TREE RUN BEECHVILLE NS,B3T 2E5,9028764381,RMS@HRSB.NS.CA,54,321600020
939,MADELINE SYMONDS MIDDLE SCHOOL ,290 WHITE HILLS RUN HAMMONDS PLAINS NS,B4B 1W6,9028322300,MSMS@HRSB.NS.CA,54,306100158
940,ST. MARGARET'S BAY ELEMENTARY SCHOOL,24 RIDGEWOOD DR HEAD ST. MARGARET'S BAY NS,B3Z 2H4,9028263300,SMBE@HRSB.NS.CA,54,#N/A
941,SEASIDE ELEMENTARY SCHOOL ,1881 CALDWELL RD EASTERN PASSAGE NS,B3G 1J3,9024657600,SEASIDE@HRSB.NS.CA,54,319500293
947,ECOLE BEAUBASSIN ,54 BOUL LARRY UTECK HALIFAX N.-E.,B3M 4R9,9024576810,EBB@CSAP.CA,57,319805294
947,GEORGE D. LEWIS SCHOOL,54 BLVD LARRY UTECK54 LARRY UTECK BLVD HALIFAX N.-E.,B3M 4R9,902 457 6810,EBB@CSAP.CA,57,319805294
948,ECOLE BOIS-JOLI ,211 AV DU PORTAGE DARTMOUTH N.-E.,B2X 3T4,9024337070,EBJ@CSAP.CA,57,319300278
949,MAPLE RIDGE ELEMENTARY SCHOOL ,1066 HWY 2 LANTZ NS,B2S 1M8,9028835361,ISENORR@CCRSB.CA,53,400011960
949,BROOKLAND ELEMENTARY SCHOOL,1066 HWY 21066 HIGHWAY 2 LANTZ NS,B2S 1M8,902 883 5361,MACKEILH@CCRSB.CA,53,400011960
960,JUBILEE ELEMENTARY SCHOOL ,755 MAIN ST SYDNEY MINES NS,B1V 2L4,9027363310,JACKH@GNSPES.CA,51,66100230
960,MEADOWFIELDS COMMUNITY SCHOOL,755 MAIN ST755 MAIN ST SYDNEY MINES NS,B1V 2L4,902 736 3310,JUBILEE@STAFF.EDNET.NS.CA,51,66100230
961,NORTH HIGHLANDS ELEMENTARY SCHOOL,1363 BAY ST. LAWRENCE RD ASPY BAY NS,B0C 1G0,9023832186,BARRYMAR@GNSPES.CA,51,400012702
961,MOUNT EDWARD ELEMENTARY SCHOOL,1363 BAY ST. LAWRENCE1363 BAY ST LAWRENCE RD ASPY BAY NS,B0C 1G0,902 383 2186,NHIGHLANDS@STAFF.EDNET.NS.CA,51,400012702
962,CAPE SMOKEY ELEMENTARY SCHOOL ,PO BOX 26939 BRANDON LANE INGONISH NS,B0C 1K0,9022852638,HARDYM2@GNSPES.CA,51,54200020
962,PINE RIDGE MIDDLE SCHOOL,PO BOX 26939 BRANDON LANE INGONISH NS,B0C 1K0,902 285 2638,CAPESMOKEY@STAFF.EDNET.NS.CA,51,54200020
963,GREENFIELD ELEMENTARY SCHOOL ,25 JAMES ST RIVER RYAN NS,B1H 1B8,9028624000,MORRISJ17@GNSPES.CA,51,#N/A
963,ST. MARY'S EDUCATION CENTRE/ACADEMY,25 JAMES ST25 JAMES ST NEW WATERFORD NS,B1H 1B8,902 862 4000,GREENFIELD@STAFF.EDNET.NS.CA,51,66400358
964,HARBOURSIDE ELEMENTARY SCHOOL ,15 CHURCH ST SYDNEY NS,B1N 2R3,9025634520,DBEATON@GNSPES.CA,51,68200167
964,LOCKEPORT ELEMENTARY SCHOOL,15 CHURCH ST15 CHURCH ST SYDNEY NS,B1N 2R3,902 563 4520,HARBOURSIDE@STAFF.EDNET.NS.CA,51,68200167
965,CHAMPLAIN ELEMENTARY SCHOOL ,PO BOX 130109 NORTH STREET GRANVILLE FERRY NS,B0S 1K0,9025323270,CES@AVRSB.CA,55,197900029
965,BIBLE HILL EAST COURT ROAD ELEMENTARY SCHOOL,PO BOX 130109 NORTH ST GRANVILLE FERRY NS,B0S 1K0,902 532 3270,CES@AVRSB.CA,55,197900029
966,PINE RIDGE MIDDLE SCHOOL ,625 PINE RIDGE AVE KINGSTON NS,B0P 1R0,9027657570,PRMS@AVRSB.CA,55,400049977
966,PORTERS LAKE ELEMENTARY SCHOOL,625 PINE RIDGE AVE625 PINE RIDGE AVE KINGSTON NS,B0P 1R0,902 765 7570,PRMS@AVRSB.CA,55,400049977
967,NORTHEAST KINGS EDUCATION CENTRE,1816 BAINS RD CANNING NS,B0P 1H0,9025822040,NKEC@AVRSB.CA,55,180400029
967,ROSS ROAD SCHOOL,1816 BAINS RD1816 BAINS RD CANNING NS,B0P 1H0,902 582 2040,NKEC@AVRSB.CA,55,180400029
968,LOCKVIEW HIGH SCHOOL ,148 LOCKVIEW RD FALL RIVER NS,B2T 1J1,9028606000,LHS@HRSB.NS.CA,54,350003945
969,PORTLAND ESTATES ELEMENTARY SCHOOL,45 PORTLAND HILLS DR DARTMOUTH NS,B2W 6L5,9024337100,PORTLAND@HRSB.NS.CA,54,319301535
970,PARK WEST SCHOOL ,206 LANGBRAE DR HALIFAX NS,B3S 1L5,9024577800,PARKWEST@HRSB.NS.CA,54,319802464
971,MCCULLOCH EDUCATION CENTRE ,PO BOX 1120350 WELLINGTON ST PICTOU NS,B0K 1H0,9024857991,MCNEILLFA@CCRSB.CA,53,83500037
971,DIGBY ELEMENTARY SCHOOL,350 WELLINGTON ST350 WELLINGTON ST PICTOU NS,B0K 1H0,902 485 7991,MACNEILLFA@CCRSB.CA,53,83500037
972,SHIPYARD ELEMENTARY SCHOOL ,30 MT KEMMEL ST SYDNEY NS,B1S 3V6,9025628878,BMELANSON@GNSPES.CA,51,68200167
972,MAPLE GROVE EDUCATION CENTRE,30 MT KEMMEL ST30 MT KEMMEL ST SYDNEY NS,B1S 3V6,902 562 8878,SHIPYARD@STAFF.EDNET.NS.CA,51,68200167
973,RIVERSIDE SCHOOL ,7430 HORNES RD ALBERT BRIDGE NS,B0A 1P0,9025634535,BROWNS5@GNSPES.CA,51,71100138
974,CAPE BRETON HIGHLANDS EDUCATION CENTRE/ACADEMY,PO BOX 311070 CABOT TRAIL MARGAREE HARBOUR NS,B0E 2B0,9022357500,PETER.GOOSENS@SRSB.CA,52,400042283
975,EAST ANTIGONISH EDUCATION CENTRE/ACADEMY,10128 RTE 4 MONASTERY NS,B0H 1W0,9022322810,RICHARD.BRITTEN@SRSB.CA,52,122300045
975,ECOLE BEAU-PORT,10128 ROUTE 410128 HIGHWAY 4 MONASTERY NS,B0H 1W0,902 232 2810,JIM.KEAY@SRSB.CA,52,122300045
977,ST. MARY'S BAY ACADEMY ,RR 14079 HWY 1 WEYMOUTH NS,B0W 3T0,9028372340,SMBA@TCRSB.CA,59,400039784
977,WEST HANTS MIDDLE SCHOOL,RR 14079 HIGHWAY 1 WEYMOUTH NS,B0W 3T0,902 837 2340,SMBA@TCRSB.CA,59,400039784
980,ECOLE SECONDAIRE DE PAR-EN-BAS ,CP 1784258 ROUTE 308 TUSKET N.-E.,B0W 3M0,9026485900,ESPB@CSAP.CA,57,223600046
980,CBVRSB ADULT HIGH SCHOOL,CP 1784258 HIGHWAY 308 TUSKET N.-E.,B0W 3M0,902 648 5900,ESPB@CSAP.CA,57,223600046
981,DRUMLIN HEIGHTS CONSOLIDATED SCHOOL,RR 15428 HWY 3 GLENWOOD NS,B0W 1W0,9026436000,DHCS@TCRSB.CA,59,400035777
981,THOMPSON MIDDLE SCHOOL,RR 15428 HIGHWAY 3 GLENWOOD NS,B0W 1W0,902 643 6000,DHCS@TCRSB.CA,59,400035777
982,ECOLE BEAU-PORT ,CP 15002359 ROUTE 206 ARICHAT N.-E.,B0E 2L0,9022265200,EBP@CSAP.CA,57,47400061
982,ECOLE JEAN-MARIE-GAY,CP 15002359 HIGHWAY 206 ARICHAT N.-E.,B0E 2L0,902 226 5200,EBP@CSAP.CA,57,47400061
986,CHEDABUCTO EDUCATION CENTRE/ GUYSBOROUGH ACADEMY,PO BOX 1927 GREEN ST GUYSBOROUGH NS,B0H 1N0,9025334006,BARBARA.AVERY@SRSB.CA,52,400010225
986,RIVERVIEW HIGH SCHOOL,PO BOX 1927 GREEN ST GUYSBOROUGH NS,B0H 1N0,902 533 4006,BARBARA.AVERY@SRSB.CA,52,400010225
988,NORTH NOVA EDUCATION CENTRE ,343 PARK ST NEW GLASGOW NS,B2H 6B2,9027558180,FINDLAYAL@CCRSB.CA,53,87500106
989,NORTHUMBERLAND REGIONAL HIGH SCHOOL,104 ALMA RD ALMA NS,B0K 2A0,9023962750,OTOOLEM@CCRSB.CA,53,88900057
992,SOUTH COLCHESTER ACADEMY ,207 HWY 289 BROOKFIELD NS,B0N 1C0,9026735000,BRUCEMG@CCRSB.CA,53,268500116
992,BRETON EDUCATION CENTRE,207 HWY 289207 HIGHWAY 289 BROOKFIELD NS,B0N 1C0,902 673 5000,JACKSONN@CCRSB.CA,53,268500116
993,AVON VIEW HIGH SCHOOL ,PO BOX 700225 PAYZANT DR WINDSOR NS,B0N 2T0,9027926740,AVHS@AVRSB.CA,55,184000005
993,NEW GERMANY RURAL HIGH SCHOOL,PO BOX 700225 PAYZANT DR WINDSOR NS,B0N 2T0,902 792 6740,AVHS@AVRSB.CA,55,184000005
994,WEST HANTS MIDDLE SCHOOL ,8009 HWY 14 NEWPORT NS,B0N 2A0,9027574100,WHMS@AVRSB.CA,55,400030325
994,CUSACK SCHOOL,8009 HWY 148009 HIGHWAY 14 NEWPORT NS,B0N 2A0,902 757 4100,WHMS@AVRSB.CA,55,400030325
995,BROOKLAND ELEMENTARY SCHOOL ,153 COTTAGE RD SYDNEY NS,B1P 2E5,9025620768,JLIVELY@GNSPES.CA,51,68200167
995,BRIDGETOWN REGIONAL ELEMENTARY SCHOOL,153 COTTAGE RD153 COTTAGE RD SYDNEY NS,B1P 2E5,902 562 0768,BROOKLAND@STAFF.EDNET.NS.CA,51,68200167
996,DONKIN SCHOOL ,81 CENTRE AVE DONKIN NS,B0A 1G0,9027372120,JACKSONBM@GNSPES.CA,51,68700022
996,BRIDGETOWN REGIONAL HIGH SCHOOL,81 CENTRE AVE81 CENTRE AVE DONKIN NS,B0A 1G0,902 737 2120,DONKIN@STAFF.EDNET.NS.CA,51,68700022
997,MOUNTAINVIEW ELEMENTARY SCHOOL ,PO BOX 629521 DELTA DR HOWIE CENTRE NS,B1L 1G9,9025628880,PAUL3@GNSPES.CA,51,70900131
997,WINDSOR FORKS DISTRICT SCHOOL,PO BOX 629521 DELTA DR HOWIE CENTRE NS,B1L 1G9,902 562 8880,MOUNTAINVIEW@STAFF.EDNET.NS.CA,51,70900131
998,HIGHBURY EDUCATION CENTRE ,26 HIGHBURY RD NEW MINAS NS,B4N 3P7,9026814930,HEC@AVRSB.CA,55,184800124
998,CAUDLE PARK ELEMENTARY SCHOOL,26 HIGHBURY RD26 HIGHBURY RD NEW MINAS NS,B4N 3P7,902 681 4930,HEC@AVRSB.CA,55,184800124
1101,CUSACK SCHOOL ,500 BIRCH HILL DR SYDNEY NS,B1P 3V9,9025640431,ORYCHOA1@GNSPES.CA,51,68200167
1101,ALDERSHOT ELEMENTARY SCHOOL,500 BIRCH HILL DR500 BIRCH HILL DR SYDNEY NS,B1P 3V9,902 564 0431,CUSACK@STAFF.EDNET.NS.CA,51,68200167
1103,KINGSWOOD ELEMENTARY SCHOOL ,34 VREGE CRT HAMMONDS PLAINS NS,B4B 1K2,9028325522,KWE@HRSB.NS.CA,54,306100158
1104,CUMBERLAND NORTH ACADEMY ,879 HWY 204 BROOKDALE NS,B4H 3Y1,9026612464,WELLSK@CCRSB.CA,53,16400010
1104,CUMBERLAND NORTH ACADEMY,879 HWY 204 RR 3879 HIGHWAY 204 BROOKDALE NS,B4H 3Y1,902 661 2464,WELLSK@CCRSB.CA,53,16400010
1105,SPRING STREET ACADEMY ,59 SPRING ST AMHERST NS,B4H 1S4,9026612499,JANESH@CCRSB.CA,53,16600445
1105,ST. ANNE'S ELEMENTARY SCHOOL,59 SPRING ST59 SPRING ST AMHERST NS,B4H 1S4,902 661 2499,BEEDS@CCRSB.CA,53,16600445
1106,INVERNESS EDUCATION CENTRE/ ACADEMY,PO BOX 58059 VETERANS MEMORIAL CRT INVERNESS NS,B0E 1N0,9022583700,CAROL.SMITH@SRSB.CA,52,23600023
1106,KINGSWOOD ELEMENTARY SCHOOL,PO BOX 58059 VETERANS MEMORIAL CRT INVERNESS NS,B0E 1N0,902 258 3700,RICHARD.BRITTEN@SRSB.CA,52,23600023
1108,LAWRENCETOWN EDUCATION CENTRE ,10 MIDDLE RD RR 1 LAWRENCETOWN NS,B0S 1M0,9025844524,LEC@AVRSB.CA,55,400004019
1109,CITADEL HIGH SCHOOL ,1855 TROLLOPE ST HALIFAX NS,B3H 0A4,9024914444,CHS@HRSB.NS.CA,54,319802464
1110,WEST HANTS EDUCATION CENTRE ,94 WENTWORTH RD WINDSOR NS,B0N 2T0,9027926750,WHEC@AVRSB.CA,55,184000005
1141,OYSTER POND ACADEMY ,10583 HWY 7 OYSTER POND NS,B0J 1W0,9028894300,OPA@HRSB.NS.CA,54,400030642
1141,ST. JOSEPH ELEMENTARY SCHOOL,10583 HWY 710583 HIGHWAY 7 OYSTER POND NS,B0J 1W0,902 889 4300,OPA@HRSB.NS.CA,54,400030642
1142,RANKIN SCHOOL OF THE NARROWS ,4144 HWY 223 IONA NS,B2C 1A4,9027252210,MACNEILT@GNSPES.CA,51,62900007
1142,ADVOCATE DISTRICT SCHOOL,4144 HWY 2234144 HIGHWAY 223 IONA NS,B2C 1A4,902 725 2210,RANKIN@STAFF.EDNET.NS.CA,51,62900007
1145,HARMONY HEIGHTS ELEMENTARY SCHOOL,25 CEDAR DR TRURO NS,B2N 5W3,9028965798,FITZGERALDD@CCRSB.CA,53,267900535
1146,TRURO ELEMENTARY SCHOOL ,125 CURTIS DR TRURO NS,B2N 0C5,9028965755,LYNDSJN@CCRSB.CA,53,267900535
1146,JOSEPH HOWE ELEMENTARY SCHOOL,125 CURTIS DR125 CURTIS DR TRURO NS,B2N 0C5,902 896 5755,LYNDSJN@CCRSB.CA,53,267900535
1148,WINDING RIVER CONSOLIDATED SCHOOL,PO BOX 249272 KITCHENER ST STEWIACKE NS,B0N 2J0,9026393199,COXBL@CCRSB.CA,53,400029119
1149,MUSQUODOBOIT RURAL HIGH SCHOOL ,11980 HWY 224 MIDDLE MUSQUODOBOIT NS,B0N 1X0,9023842320,MRHS@HRSB.NS.CA,54,400038148
1149,SHIPYARD ELEMENTARY SCHOOL,11980 HWY 22411980 HIGHWAY 224 MIDDLE MUSQUODOBOIT NS,B0N 1X0,902 384 2320,MRHS@HRSB.NS.CA,54,400038148
1150,GREENFIELD ELEMENTARY SCHOOL,5060 HWY 210 GREENFIELD NS,B0T 1E0,9026855400,GES@SSRSB.CA,58,169300054
1150,DONKIN-GOWRIE COMPLEX,5060 HWY 2105060 HIGHWAY 210 GREENFIELD NS,B0T 1E0,902 685 5400,GES@SSRSB.CA,58,169300054
1151,OXFORD REGIONAL EDUCATION CENTRE,PO BOX 340249 LOWER MAIN ST OXFORD NS,B0M 1P0,9024474513,STARRATTD@CCRSB.CA,53,9700077
1152,ECOLE SECONDAIRE DU SOMMET ,500 BOUL LARRY UTECK HALIFAX N.-E.,B3M 0E6,9028324302,ESS@CSAP.CA,57,319805294
1153,FERRISVIEW ELEMENTARY SCHOOL ,83 ARCHIBALD AVE NORTH SYDNEY NS,B2A 2W9,9027947137,BOUTJ@GNSPES.CA,51,67200424
1153,CAPE SMOKEY ELEMENTARY SCHOOL,83 ARCHIBALD AVE83 ARCHIBALD AVE NORTH SYDNEY NS,B2A 2W9,902 794 7137,FERRISVIEW@STAFF.EDNET.NS.CA,51,67200424
1154,OCEANVIEW EDUCATION CENTRE ,60 WALLACES RD GLACE BAY NS,B1A 4N5,9028424488,GONEILL@GNSPES.CA,51,68500117
1155,CENTRE SCOLAIRE DE LA RIVE-SUD ,20 CH PETITE EVANGELINE COOKVILLE N.-E.,B4V 8Z9,9025275110,ERS@CSAP.CA,57,400018425
1156,BLUENOSE ACADEMY ,PO BOX 121018 TANNERY RD LUNENBURG NS,B0J 2C0,9026342200,BA@SSRSB.CA,58,242100242
1156,MOUNTAINVIEW-EAST BAY COMPLEX,PO BOX 121018 TANNERY RD LUNENBURG NS,B0J 2C0,902 634 2200,BA@SSRSB.CA,58,242100242
1157,WAVERLEY MEMORIAL ELEMENTARY SCHOOL,2393 ROCKY LAKE DR WAVERLEY NS,B2R 1S4,9028604150,WMLCS@HRSB.NS.CA,54,306900041
1158,KINGS COUNTY ACADEMY ,35 GARY PEARL DR KENTVILLE NS,B4N 0H4,9026903850,KCA@AVRSB.CA,55,181800059
1159,PORTERS LAKE ELEMENTARY SCHOOL ,40 INSPIRATION DR PORTERS LAKE NS,B3E 0A6,9028272525,PLES@HRSB.NS.CA,54,400056979
1159,BROOKSIDE JUNIOR HIGH SCHOOL,40 INSPIRATION DR40 INSPIRATION DR PORTERS LAKE NS,B3E 0A6,902 827 2525,PLES@HRSB.NS.CA,54,400056979
1160,ST. MARY'S EDUCATION CENTRE/ ACADEMY,PO BOX 292121 OLD RD HILL SHERBROOKE NS,B0J 3C0,9025222035,JACK.MACDONALD@SRSB.CA,52,101800003
1160,SOUTH CENTENNIAL SCHOOL,PO BOX 292121 OLD ROAD HILL SHERBROOKE NS,B0J 3C0,902 522 2035,JACK.MACDONALD@SRSB.CA,52,101800003
1169,CBVRSB ADULT HIGH SCHOOL ,290 WHITNEY AVE SYDNEY NS,B1P 5A6,9025625178,HPATTERS@GNSPES.CA,51,68200167
1169,BAYVIEW EDUCATION CENTRE,290 WHITNEY AVE290 WHITNEY AVE SYDNEY NS,B1P 5A6,902 562 5178,SYD_ADULT_HI@STAFF.EDNET.NS.CA,51,68200167
1171,SSRSB ADULT HIGH SCHOOL ,PO BOX 1974137 OLD BRIDGE RD LIVERPOOL NS,B0T 1K0,9023547630,SSILC@SSRSB.CA,58,171800132
1171,HARBOUR VIEW ELEMENTARY SCHOOL,PO BOX 1974137 OLD BRIDGE ST LIVERPOOL NS,B0T 1K0,902 354 7630,SSILC@SSRSB.CA,58,171800132
1172,SSRSB ALTERNATE PROGRAMS ,45 SCHOOL ST MAHONE BAY NS,B0J 2E0,9026242101,SSILC@SSRSB.CA,58,236700084
1172,ST. AGNES JUNIOR HIGH SCHOOL,45 SCHOOL ST45 SCHOOL ST MAHONE BAY NS,B0J 2E0,902 624 2101,SSILC@SSRSB.CA,58,236700084
1173,ECOLE DES BEAUX-MARAIS ,5261 AUT 7 PORTERS LAKE N.-E.,B3E 1J7,9028274621,EBM@CSAP.CA,57,318200062
1173,PUGWASH DISTRICT HIGH SCHOOL,5261 AUT 75261 HIGHWAY 7 PORTERS LAKE N.-E.,B3E 1J7,902 827 4621,EBM@CSAP.CA,57,318200062
1178,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL,146 FOREST ST YARMOUTH NS,B5A 0B3,9027492810,YCMHS@TCRSB.CA,59,400005552
1178,BIBLE HILL CENTRAL ELEMENTARY SCHOOL,146 FOREST ST146 FOREST ST YARMOUTH NS,B5A 0B3,902 749 2810,YCMHS@TCRSB.CA,59,400005552
1183,CHARLES P. ALLEN HIGH SCHOOL ,200 INNOVATION DR BEDFORD NS,B4B 0G4,9028328964,CPAH@HRSB.NS.CA,54,400041681
1183,MARION BRIDGE SCHOOL,200 INNOVATION DR200 INNOVATION DR BEDFORD NS,B4B 0G4,902 832 8964,CPAH@HRSB.NS.CA,54,400041681
1185,SOUTH QUEENS MIDDLE SCHOOL ,PO BOX 1288157 OLD BRIDGE ST LIVERPOOL NS,B0T 1K0,9023547640,SQMS@SSRSB.CA,58,171800132
1185,ECOLE BOIS-JOLI,PO BOX 1288157 OLD BRIDGE ST LIVERPOOL NS,B0T 1K0,902 354 7640,SQJHS@SSRSB.CA,58,171800132
1186,TANTALLON JUNIOR ELEMENTARY SCHOOL,1 FRENCH VILLAGE STN RD UPPER TANTALLON NS,B3Z 1E4,9028261204,TANTALLONJR@HRSB.CA,54,400019923
1187,ROCKY LAKE JUNIOR HIGH SCHOOL ,670 ROCKY LAKE DR BEDFORD NS,B4A 2T6,9028328952,RLJH@HRSB.NS.CA,54,400041681
1188,ECOLE DU GRAND-PORTAGE ,100 STOKIL DR LOWER SACKVILLE N.-E.,B4C 2G5,9028646242,EGP@CSAP.CA,57,306400310
1188,SAMBRO ELEMENTARY SCHOOL,100 STOKIL DR100 STOKIL DR LOWER SACKVILLE N.-E.,B4C 2G5,902 864 6242,EGPS@CSAP.CA,57,306400310
1189,NEW GLASGOW ACADEMY ,93 ALBERT ST NEW GLASGOW NS,B2H 5W8,9027558400,MCNEILAP@CCRSB.CA,53,87500106
1190,WEST HIGHLANDS ELEMENTARY SCHOOL,18 MALTBY CT AMHERST NS,B4H 2L6,9026612420,MAPPLEBECKK@CCRSB.CA,53,16600445
1192,BRIDGETOWN COMMUNITY SCHOOL ,25 CROMWELL CRT BRIDGETOWN NS,B0S 1C0,9026655400,BRCS@AVRSB.CA,55,198500084
1193,DARTMOUTH SOUTH ACADEMY ,111 PRINCE ARTHUR AVE DARTMOUTH NS,B2Y 3T3,9024642081,DSA@HRSB.CA,54,319301535
1194,BIBLE HILL CONSOLIDATED ELEMENTARY SCHOOL,103 PICTOU RD TRURO NS,B2N 2S2,9028965511,FOUGEREKJ@CCRSB.CA,53,267900535
