OBJECTID,LOC_ID,WORK_DESC,PROJ_NO,CATEGORY,YEAR
106085,CPLID1812,Bridge design,CP000002,Parks & Playgrounds,2018
106086,CPLID1814,Public Gardens fence restoration - Phase 5,CPX01193,Parks & Playgrounds,2018
106087,CPLID1815,Seawall improvements - Phase 1,CPX01331,Parks & Playgrounds,2018
106088,CPLID1816,Alderney Land Docks,CPX01331,Parks & Playgrounds,2018
106089,CPLID1817,Sports field reconstruction,CP000003,Parks & Playgrounds,2018
106090,CPLID1818,Sports field reconstruction,CP000003,Parks & Playgrounds,2018
106091,CPLID1819,Sports field reconstruction,CP000003,Parks & Playgrounds,2018
106092,CPLID1820,Court reconstructions,CP000003,Parks & Playgrounds,2018
106093,CPLID1821,Court reconstructions,CP000003,Parks & Playgrounds,2018
106094,CPLID1075,Replacement ice resurfacer,CVU01207,Equipment & Fleet,2017
106095,CPLID1072,"Paving of Gravel Roads
",CR990001,Roads & Active Transportation,2016
106096,CPLID1073,New apparatus to support increased compliment of volunteer firefighters,CE010004,Equipment & Fleet,2017
106097,CPLID210,Completion of boat launch,CPX01331,Parks and Playgrounds,2013
106098,CPLID211,Drainage and bank stabilization,CP000003,Parks and Playgrounds,2013
106099,CPLID212,State of good repair - backstop,CP000003,Parks and Playgrounds,2013
106100,CPLID213,State of good repair - drainage,CP000003,Parks and Playgrounds,2013
106101,CPLID214,Ball field upgrade,CP000003,Parks and Playgrounds,2013
106102,CPLID215,Service Improvements - Security equipment upgrades,CMU00982,Metro Transit,2014
106103,CPLID216,Playground & Master Plan Implementation,CP000002,Parks and Playgrounds,2014
106104,CPLID218,Trails & Picnic Area,CP000002,Parks and Playgrounds,2014
106105,CPLID1706,"Completion of tender (building envelope, mechanical and electrical systems, interiors, signage, fitness equipment, furnitures, fixtures and equipment (FFE), commissioning)",CB000006,Buildings,2018
106106,CPLID1703,"Parks & Recreation - Alderney 6th Floor, Dartmouth, Director Suites - Alderney 6th Floor, Dartmouth",CB000047,Buildings,2018
106107,CPLID1704,Planned Life Cycle cost,CB000049,Buildings,2018
106108,CPLID1705,Phase 2 - Interior – Renovation of the interior of the facility to improve service delivery including:,CB000075,Buildings,2018
106109,CPLID1707,"Second floor renovations, crew accommodations, kitchen upgrades, training room and fitness area, improved exiting, and temporary accommodations to maintain service levels",CB000052,Buildings,2018
106110,CPLID1708,Fire station operational improvements,CB000088,Buildings,2018
106111,CPLID1709,Fire station operational improvements ,CB000088,Buildings,2018
106112,CPLID1710,Fire station operational improvements ,CB000088,Buildings,2018
106113,CPLID1711,Fire station operational improvements ,CB000088,Buildings,2018
106114,CPLID1712,"Renovations of Level 1, Mechanical, electrical and exterior upgrades, Consulting",CBX01046,Buildings,2018
106115,CPLID1713,Cowie Hill - Phase II Renovations,CBX01170,Buildings,2018
106116,CPLID1786,Play Structures,CP000002,Parks & Playgrounds,2018
106117,CPLID1784,Play Structures,CP000002,Parks & Playgrounds,2018
106118,CPLID1785,Play Structures,CP000002,Parks & Playgrounds,2018
106119,CPLID1787,Play Structures,CP000002,Parks & Playgrounds,2018
106120,CPLID1788,Play Structures,CP000002,Parks & Playgrounds,2018
106121,CPLID1789,Play Structures,CP000002,Parks & Playgrounds,2018
106122,CPLID1790,Play Structures,CP000002,Parks & Playgrounds,2018
106123,CPLID1791,Play Structures,CP000002,Parks & Playgrounds,2018
106124,CPLID1792,Play Structures,CP000002,Parks & Playgrounds,2018
106125,CPLID1793,Play Structures,CP000002,Parks & Playgrounds,2018
106126,CPLID1794,Play Structures,CP000002,Parks & Playgrounds,2018
106127,CPLID1795,Play Structures,CP000002,Parks & Playgrounds,2018
106128,CPLID1796,Play Structures,CP000002,Parks & Playgrounds,2018
106129,CPLID1062,Chip Seal,"CR000005
",Roads & Active Transportation,2016
106130,CPLID1059,Micro Surfacing,"CR000005
",Roads & Active Transportation,2016
106131,CPLID1060,Micro Surfacing,"CR000005
",Roads & Active Transportation,2016
106132,CPLID1061,Micro Surfacing,"CR000005
",Roads & Active Transportation,2016
106133,CPLID1063,"Chip Seal
","CR000005
",Roads & Active Transportation,2016
106134,CPLID1064,"Chip Seal
","CR000005
",Roads & Active Transportation,2016
106135,CPLID1065,Chip Seal,"CR000005
",Roads & Active Transportation,2016
106136,CPLID1066,Chip Seal,"CR000005
",Roads & Active Transportation,2016
106137,CPLID1067,"Chip Seal
","CR000005
",Roads & Active Transportation,2016
106138,CPLID1068,"Chip Seal
","CR000005
",Roads & Active Transportation,2016
106139,CPLID1070,"Installation of New Sidewalks
","CTU00420
",Roads & Active Transportation,2016
106140,CPLID1071,Repairs,"CRU01077
",Roads & Active Transportation,2016
106141,CPLID1271,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106142,CPLID1268,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106143,CPLID1269,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106144,CPLID1979,Purchase of the entire assets at end of 20 year operating contract.,CW000011,Solid Waste,2018
106145,CPLID1980,Replacement of curing building cover and repairs to screening building cover and trusses. Corrosion thickness study and corrosion protection for the curing building.,CW000009,Solid Waste,2018
106146,CPLID1981,Required repairs at the two rural depots.,CW000003,Solid Waste,2018
106147,CPLID1982,Required repairs at the two rural depots.,CW000003,Solid Waste,2018
106148,CPLID1983,Detailed design of the Broad Street South Roundabout,CTU01006,Traffic Improvements,2018
106149,CPLID1984,Complete detailed design,CT000007,Traffic Improvements,2018
106150,CPLID1985,Public Art,CD000002,Traffic Improvements,2018
106151,CPLID1098,"Paving of Gravel Roads
",CR000002,Roads & Active Transportation,2017
106152,CPLID1096,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106153,CPLID1097,New Sidewalk,"CTU00420
",Roads & Active Transportation,2017
106154,CPLID1100,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106155,CPLID1285,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106156,CPLID1287,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106157,CPLID1288,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106158,CPLID1289,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106159,CPLID1290,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106160,CPLID1291,New Sidewalk (design),CTU00420,Roads & Active Transportation,2017
106161,CPLID1292,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106162,CPLID1293,Walkway,CRU01079,Roads & Active Transportation,2017
106163,CPLID1825,Elementary School - Landrance Park,CP000003,Parks & Playgrounds,2018
106164,CPLID1822,Court reconstructions,CP000003,Parks & Playgrounds,2018
106165,CPLID1823,Court reconstructions,CP000003,Parks & Playgrounds,2018
106166,CPLID1824,Elementary School - Sunset Acres,CP000003,Parks & Playgrounds,2018
106167,CPLID1826,Elementary School - Stanley I Raine Park,CP000003,Parks & Playgrounds,2018
106168,CPLID1827,Court fence replacements ,CP000003,Parks & Playgrounds,2018
106169,CPLID1828,Court fence replacements ,CP000003,Parks & Playgrounds,2018
106170,CPLID1829,Ballfield Lighting,CP000003,Parks & Playgrounds,2018
106171,CPLID1830,Ballfield Parking lot improvements (Kingswood Area Rate),CP000003,Parks & Playgrounds,2018
106172,CPLID1831,New Court,CP000004,Parks & Playgrounds,2018
106173,CPLID1832,New Court,CP000004,Parks & Playgrounds,2018
106174,CPLID1833,New Court,CP000004,Parks & Playgrounds,2018
106175,CPLID1837,"Lobby refresh, Fire panel upgrade, Mechanical upgrades",CBX01157,Buildings,2018
106176,CPLID1834,Trail construction - phase 3,CP000014,Parks & Playgrounds,2018
106177,CPLID1835,"Purchase of land parcels, as they become available, surrounding the Otter Lake facilities to prevent encroachment and recreational uses.",CWI00967,Solid Waste,2018
106178,CPLID1836,Pool Pod - Captain William Spry Community Centre,CBX01154,Buildings,2018
106179,CPLID1838,"Condenser tower replacement, Rebuild machine gate - Arena A, Upgrade Wi-fi coverage, Floor cleaner, Reel Clean system for dressing rooms, Merry Chef for canteen, Replace beach volleyball posts",CB000064,Buildings,2018
106180,CPLID1839,Installation of a Pylon Sign at the Spring Garden Road Central Library,CB000086,Buildings,2018
106181,CPLID1840,"New ice slab and dasher boards in Scotia One, New reflective ceiling and misc. updates for structural work",CB000045,Buildings,2018
106182,CPLID1841,Acadia Centre - Bedford,CB000047,Buildings,2018
106183,CPLID1842,"Human Resources - Queens Square, Dartmouth",CB000047,Buildings,2018
106184,CPLID1843,"Parks & Recreation - Alderney 6th Floor, Dartmouth, Director Suites - Alderney 6th Floor, Dartmouth",CB000047,Buildings,2018
106185,CPLID1844,Planned Life Cycle cost,CB000049,Buildings,2018
106186,CPLID1087,Trail construction,CTU00420,Roads & Active Transportation,2017
106187,CPLID1084,University Bikeway - Planning,CTU00420,Roads & Active Transportation,2017
106188,CPLID1085,Planning,CTU00420,Roads & Active Transportation,2017
106189,CPLID1086,Design/Property,CTU00420,Roads & Active Transportation,2017
106190,CPLID1089,Recapitalization,CTU00420,Roads & Active Transportation,2017
106191,CPLID1090,Trail construction,CTU00420,Roads & Active Transportation,2017
106192,CPLID1091,Paving of Gravel Roads,CR000002,Roads & Active Transportation,2017
106193,CPLID1092,Paving of Gravel Roads,CR000002,Roads & Active Transportation,2017
106194,CPLID1093,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106195,CPLID1095,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2017
106196,CPLID1297,Detailed design,CTU01086,Traffic Improvements,2017
106197,CPLID1294,Redevelopment,CT000007,Traffic Improvements,2017
106198,CPLID1295,Truss structure replacement,CTR00904,Traffic Improvements,2017
106199,CPLID1296,Streetscapping,CD000002,Traffic Improvements,2017
106200,CPLID1298,Engineering design,CTU01365,Traffic Improvements,2017
106201,CPLID1299,Traffic pole relocation,CTU01086,Traffic Improvements,2017
106202,CPLID1300,reduce curb radius on southeast corner,CTU01086,Traffic Improvements,2017
106203,CPLID1301,Create a left turn lane,CTU01086,Traffic Improvements,2017
106204,CPLID1302,Intersection modification,CTU01086,Traffic Improvements,2017
106205,CPLID1304,Design,CDV00734,Traffic Improvements,2017
106206,CPLID1305,Detailed design,CTU01085,Traffic Improvements,2017
106207,CPLID1306,New crosswalk lights,CTU01085,Traffic Improvements,2017
106208,CPLID1307,New crosswalk lights,CTU01085,Traffic Improvements,2017
106209,CPLID1890,Camp Hill fence restoration - detailed design,CP000020,Parks & Playgrounds,2018
106210,CPLID1888,Baker Drive Community Park - construction,CP000017,Parks & Playgrounds,2018
106211,CPLID1889,New playground and accessible pathways,CP000018,Parks & Playgrounds,2018
106212,CPLID1891,"Ongoing assessments, repairs and maintenance of HRM public art and monuments",CD990003,Parks & Playgrounds,2018
106213,CPLID1892,"Ongoing assessments, repairs and maintenance of HRM public art and monuments",CD990003,Parks & Playgrounds,2018
106214,CPLID1893,"Ongoing assessments, repairs and maintenance of HRM public art and monuments",CD990003,Parks & Playgrounds,2018
106215,CPLID1894,"Ongoing assessments, repairs and maintenance of HRM public art and monuments",CD990003,Parks & Playgrounds,2018
106216,CPLID1895,"Ongoing assessments, repairs and maintenance of HRM public art and monuments",CD990003,Parks & Playgrounds,2018
106217,CPLID1896,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106218,CPLID1897,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106219,CPLID1898,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106220,CPLID1899,New Public Art & monument pieces,CD990003,Parks & Playgrounds,2018
106221,CPLID1978,Repairs and upgrade to be completed to the roofing system and concrete slab repairs.,CW000007,Solid Waste,2018
106222,CPLID1975,"Purchase of land parcels, as they become available, surrounding the Otter Lake facilities to prevent encroachment and recreational uses.",CWI00967,Solid Waste,2018
106223,CPLID1976,Investigate routing and costs to send leachate from the Otter Lake facility directly to one of Halifax Water's exiting water treatment facilities.,CW000013,Solid Waste,2018
106224,CPLID1977,Pay for residual value of capital upgrades and equipment as per the contract,CW000012,Solid Waste,2018
106225,CPLID1113,Recapitalization,CTU00420,Roads & Active Transportation,2017
106226,CPLID1114,Recapitalization,CTU00420,Roads & Active Transportation,2017
106227,CPLID1115,New Greenway Segment,CTU00420,Roads & Active Transportation,2017
106228,CPLID1116,Recapitalization,CTU00420,Roads & Active Transportation,2017
106229,CPLID1117,Bridge Assessment and Upgrade,CTU00420,Roads & Active Transportation,2017
106230,CPLID1118,Railing system at various locations,CTU00420,Roads & Active Transportation,2017
106231,CPLID1325,Play Structure,CP000002,Parks & Playgrounds,2017
106232,CPLID1322,Connections and drainage improvements,CP000002,Parks & Playgrounds,2017
106233,CPLID1323,"Off leash park, parking lot and lighting",CP000002,Parks & Playgrounds,2017
106234,CPLID1324,Retaining wall and landscapping,CP000002,Parks & Playgrounds,2017
106235,CPLID1326,Seawall improvements - design,CPX01331,Parks & Playgrounds,2017
106236,CPLID1327,Off leash park and driveway improvements,CP000002,Parks & Playgrounds,2017
106237,CPLID1849,Fire station operational improvements ,CB000088,Buildings,2018
106238,CPLID1850,Fire station operational improvements ,CB000088,Buildings,2018
106239,CPLID1851,Fire station operational improvements ,CB000088,Buildings,2018
106240,CPLID1852,"Renovations of Level 1, Mechanical, electrical and exterior upgrades, Consulting",CBX01046,Buildings,2018
106241,CPLID1853,Cowie Hill - Phase II Renovations,CBX01170,Buildings,2018
106242,CPLID1854,"Turner Drive - Improvements to locker rooms, lunchrooms and washrooms and stairwells",CBX01170,Buildings,2018
106243,CPLID1123,Inspection,CRU01077,Roads & Active Transportation,2017
106244,CPLID1121,Bike Lanes,CTU00420,Roads & Active Transportation,2017
106245,CPLID1122,Bike Lanes,CTU00420,Roads & Active Transportation,2017
106246,CPLID1124,Replacement,CRU01077,Roads & Active Transportation,2017
106247,CPLID1125,Inspection,CRU01077,Roads & Active Transportation,2017
106248,CPLID1126,Parapet Wall Repairs,CRU01077,Roads & Active Transportation,2017
106249,CPLID1328,New ball diamond,CP000004,Parks & Playgrounds,2017
106250,CPLID1329,Park development,CP000017,Parks & Playgrounds,2017
106251,CPLID1330,Trail construction,CP000014,Parks & Playgrounds,2017
106252,CPLID1331,"Basketball court upgrades, seating upgrades, accessible pathways and field improvements",CP000018,Parks & Playgrounds,2017
106253,CPLID1332,Field rehabilitation,CP000013,Parks & Playgrounds,2017
106254,CPLID1333,Halifax Explosion Markers,CP000019,Parks & Playgrounds,2017
106255,CPLID1335,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106256,CPLID1915,Park Upgrades,CP000002,Parks & Playgrounds,2018
106257,CPLID1912,Park Upgrades,CP000002,Parks & Playgrounds,2018
106258,CPLID1913,Park Upgrades,CP000002,Parks & Playgrounds,2018
106259,CPLID1914,Park Upgrades,CP000002,Parks & Playgrounds,2018
106260,CPLID1916,Play Structures,CP000002,Parks & Playgrounds,2018
106261,CPLID1917,Play Structures,CP000002,Parks & Playgrounds,2018
106262,CPLID1918,Play Structures,CP000002,Parks & Playgrounds,2018
106263,CPLID1919,Play Structures,CP000002,Parks & Playgrounds,2018
106264,CPLID1920,Play Structures,CP000002,Parks & Playgrounds,2018
106265,CPLID1921,Play Structures,CP000002,Parks & Playgrounds,2018
106266,CPLID1922,Play Structures,CP000002,Parks & Playgrounds,2018
106267,CPLID1923,Play Structures,CP000002,Parks & Playgrounds,2018
106268,CPLID1924,Play Structures,CP000002,Parks & Playgrounds,2018
106269,CPLID1848,Fire station operational improvements,CB000088,Buildings,2018
106270,CPLID1845,Phase 2 - Interior – Renovation of the interior of the facility to improve service delivery including:,CB000075,Buildings,2018
106271,CPLID1846,"Completion of tender (building envelope, mechanical and electrical systems, interiors, signage, fitness equipment, furnitures, fixtures and equipment (FFE), commissioning)",CB000006,Buildings,2018
106272,CPLID1847,"Second floor renovations, crew accommodations, kitchen upgrades, training room and fitness area, improved exiting, and temporary accommodations to maintain service levels",CB000052,Buildings,2018
106273,CPLID1101,Community Connection to MacDonald Sports Park,CTU00420,Roads & Active Transportation,2017
106274,CPLID1102,Metro X AT Connection,CTU00420,Roads & Active Transportation,2017
106275,CPLID1103,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106276,CPLID1104,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106277,CPLID1105,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106278,CPLID1107,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106279,CPLID1311,Traffic signal rehabilitation,CTU00419,Traffic Improvements,2017
106280,CPLID1309,Traffic signal rehabilitation,CTU00419,Traffic Improvements,2017
106281,CPLID1310,Traffic signal rehabilitation,CTU00419,Traffic Improvements,2017
106282,CPLID1312,Traffic signal rehabilitation,CTU00419,Traffic Improvements,2017
106283,CPLID1313,Traffic signal rehabilitation,CTU00419,Traffic Improvements,2017
106284,CPLID1314,Monitoring,CWU01353,Solid Waste,2017
106285,CPLID1315,Cell Closure,CWU01358,Solid Waste,2017
106286,CPLID1316,Building recapitalization,CW000007,Solid Waste,2017
106287,CPLID1317,Structural repairs,CW000009,Solid Waste,2017
106288,CPLID1318,New equipment,CW000010,Solid Waste,2017
106289,CPLID1319,Replace building,CP110002,Parks & Playgrounds,2017
106290,CPLID1321,Park redevelopment in association with the Halifax Explosion 100th anniversary,CP000012,Parks & Playgrounds,2017
106291,CPLID1903,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106292,CPLID1900,Site improvements and washroom facility design and construction,CP000012,Parks & Playgrounds,2018
106293,CPLID1901,Master Plan Implementation - Phase 1 (Public engagement and detailed design),CP000013,Parks & Playgrounds,2018
106294,CPLID1902,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106295,CPLID1904,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106296,CPLID1905,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106297,CPLID1906,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106298,CPLID1907,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106299,CPLID1908,Potential Land Acquisition,CPX01149,Parks & Playgrounds,2018
106300,CPLID1909,Fish Hatchery Park Upgrades,CP000002,Parks & Playgrounds,2018
106301,CPLID1910,Park Upgrades,CP000002,Parks & Playgrounds,2018
106302,CPLID1911,Park Upgrades,CP000002,Parks & Playgrounds,2018
106303,CPLID1989,Reduce curb radius ,CTU01086,Traffic Improvements,2018
106304,CPLID1986,"Pilot project and public engagement, Functional design, Detailed design",CD000001,Traffic Improvements,2018
106305,CPLID1987,Intersection improvements - detailed design ,CTU01086,Traffic Improvements,2018
106306,CPLID1988,Traffic pole relocation ,CTU01086,Traffic Improvements,2018
106307,CPLID1990,Bump-out ,CTU01086,Traffic Improvements,2018
106308,CPLID1991,Pedestrian access improvements (design only),CTU01086,Traffic Improvements,2018
106309,CPLID1992,Traffic island modification,CTU01086,Traffic Improvements,2018
106310,CPLID1993,Left turn lane (inbound),CTU01086,Traffic Improvements,2018
106311,CPLID1994,Property acquisition,CTU01086,Traffic Improvements,2018
106312,CPLID1995,Traffic signals,CTU01085,Traffic Improvements,2018
106313,CPLID1996,Traffic signals,CTU01085,Traffic Improvements,2018
106314,CPLID1997,Rectangular Rapid Flash Beacon (RRFB) crosswalk,CTU01085,Traffic Improvements,2018
106315,CPLID1111,Langbrae at Turnbull Park Gravel Trail Connection etc.,CTU00420,Roads & Active Transportation,2017
106316,CPLID1108,New Sidewalk infill,CTU00420,Roads & Active Transportation,2017
106317,CPLID1109,Accessible Connection to Mark Clayton Park ,CTU00420,Roads & Active Transportation,2017
106318,CPLID1110,Mainland Linear Trail to Ballfield at Canada Games Centre to Parking Lot,CTU00420,Roads & Active Transportation,2017
106319,CPLID1945,Bridge replacement,CP000002,Parks & Playgrounds,2018
106320,CPLID1946,Bridge replacement,CP000002,Parks & Playgrounds,2018
106321,CPLID1947,Bridge replacement,CP000002,Parks & Playgrounds,2018
106322,CPLID1948,Bridge replacement,CP000002,Parks & Playgrounds,2018
106323,CPLID1949,Bridge replacement,CP000002,Parks & Playgrounds,2018
106324,CPLID1950,Bridge repair,CP000002,Parks & Playgrounds,2018
106325,CPLID1869,Exterior repairs,CB000028,Buildings,2018
106326,CPLID1866,"Front desk upgrades, Hard tile pool area, Change room upgrade, Paint over ice structural ceiling joists",CB000060,Buildings,2018
106327,CPLID1867,Design-Build new replacement fire station,CB000079,Buildings,2018
106328,CPLID1868,"Replace ice slab, Exterior repairs",CB000028,Buildings,2018
106329,CPLID1870,Concept planning,CB000080,Buildings,2018
106330,CPLID1871,"Demolition of existing building, Issue construction tender and begin construction",CB000011,Buildings,2018
106331,CPLID1127,Maintenance,CRU01077,Roads & Active Transportation,2017
106332,CPLID1129,Bridge rehabilitation (NSTIR),CRU01077,Roads & Active Transportation,2017
106333,CPLID1130,Bridge rehabilitation (NSTIR),CRU01077,Roads & Active Transportation,2017
106334,CPLID1131,Bridge rehabilitation (NSTIR),CRU01077,Roads & Active Transportation,2017
106335,CPLID1132,Bridge rehabilitation (NSTIR),CRU01077,Roads & Active Transportation,2017
106336,CPLID1133,Bridge rehabilitation (NSTIR),CRU01077,Roads & Active Transportation,2017
106337,CPLID1336,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106338,CPLID1337,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106339,CPLID1338,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106340,CPLID1340,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106341,CPLID1341,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106342,CPLID1342,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106343,CPLID1343,Potential Parkland acquisition,CPX01149,Parks & Playgrounds,2017
106344,CPLID1344,Play structure,CP000002,Parks & Playgrounds,2017
106345,CPLID1345,Play structure,CP000002,Parks & Playgrounds,2017
106346,CPLID1346,Play structure,CP000002,Parks & Playgrounds,2017
106347,CPLID1347,Play structure,CP000002,Parks & Playgrounds,2017
106348,CPLID1348,Play structure,CP000002,Parks & Playgrounds,2017
106349,CPLID1928,Play Structures,CP000002,Parks & Playgrounds,2018
106350,CPLID1925,Play Structures,CP000002,Parks & Playgrounds,2018
106351,CPLID1926,Play Structures,CP000002,Parks & Playgrounds,2018
106352,CPLID1927,Play Structures,CP000002,Parks & Playgrounds,2018
106353,CPLID1929,Play Structures,CP000002,Parks & Playgrounds,2018
106354,CPLID1930,Play Structures,CP000002,Parks & Playgrounds,2018
106355,CPLID1931,Play Structures,CP000002,Parks & Playgrounds,2018
106356,CPLID1932,Play Structures,CP000002,Parks & Playgrounds,2018
106357,CPLID1933,Play Structures,CP000002,Parks & Playgrounds,2018
106358,CPLID1934,Play Structures,CP000002,Parks & Playgrounds,2018
106359,CPLID1935,Play Structures,CP000002,Parks & Playgrounds,2018
106360,CPLID1936,Play Structures,CP000002,Parks & Playgrounds,2018
106361,CPLID1937,Play Structures,CP000002,Parks & Playgrounds,2018
106362,CPLID1855,Thornhill - Office renovations and functional improvements,CBX01170,Buildings,2018
106363,CPLID1856,Design,CB000089,Buildings,2018
106364,CPLID1857,Replacement and upgrades of mechanical equipment including Halifax Regional Police Headquarters' chiller and miscellaneous air handling units and controls replacements.,CBX01269,Buildings,2018
106365,CPLID1858,Work plan is based upon maintenance items as recommended to HRM by the operator,CB000073,Buildings,2018
106366,CPLID1859,St. Margaret's Centre pool,CB000002,Buildings,2018
106367,CPLID1860,Spryfield Lions Arena structural upgrade,CB000002,Buildings,2018
106368,CPLID1861,"Interior fit up including new reception area, meeting spaces, kitchen, washroom facilities and offices.",CB000032,Buildings,2018
106369,CPLID1862,"Keshen Goodman - consultant services, interior renovations, outdoor library, interior and exterior furniture ",CBX01165,Buildings,2018
106370,CPLID1863,"Halifax North Memorial - consultant services, entry doors, interior renovations, procurement of furniture ",CBX01165,Buildings,2018
106371,CPLID1864,"Alderney Gate - consultant services, interior renovations, procurement of interior and exterior furniture ",CBX01165,Buildings,2018
106372,CPLID1865,"Dartmouth North - interior renovations, procurement of interior furniture",CBX01165,Buildings,2018
106373,CPLID1137,Repair work,CRU01077,Roads & Active Transportation,2017
106374,CPLID1134,Bridge rehabilitation (NSTIR),CRU01077,Roads & Active Transportation,2017
106375,CPLID1135,Repair work,CRU01077,Roads & Active Transportation,2017
106376,CPLID1136,Repair work,CRU01077,Roads & Active Transportation,2017
106377,CPLID1138,Replacement design,CRU01077,Roads & Active Transportation,2017
106378,CPLID1139,Bikeway Connection,CT000010,Roads & Active Transportation,2017
106379,CPLID1143,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106380,CPLID1144,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106381,CPLID1145,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106382,CPLID1146,Paving of gravel roads,CR990001,Roads & Active Transportation,2017
106383,CPLID1353,Play structure,CP000002,Parks & Playgrounds,2017
106384,CPLID1350,Play structure,CP000002,Parks & Playgrounds,2017
106385,CPLID1351,Play structure,CP000002,Parks & Playgrounds,2017
106386,CPLID1352,Play structure,CP000002,Parks & Playgrounds,2017
106387,CPLID1354,Play structure,CP000002,Parks & Playgrounds,2017
106388,CPLID1355,Play structure,CP000002,Parks & Playgrounds,2017
106389,CPLID1356,Play structure,CP000002,Parks & Playgrounds,2017
106390,CPLID1357,Play structure,CP000002,Parks & Playgrounds,2017
106391,CPLID1358,Play structure,CP000002,Parks & Playgrounds,2017
106392,CPLID1359,Play structure,CP000002,Parks & Playgrounds,2017
106393,CPLID1360,Play structure,CP000002,Parks & Playgrounds,2017
106394,CPLID1361,Play structure,CP000002,Parks & Playgrounds,2017
106395,CPLID1363,Play structure,CP000002,Parks & Playgrounds,2017
106396,CPLID1364,Play structure,CP000002,Parks & Playgrounds,2017
106397,CPLID1941,Bridge replacement,CP000002,Parks & Playgrounds,2018
106398,CPLID1938,Play Structures,CP000002,Parks & Playgrounds,2018
106399,CPLID1939,Play Structures,CP000002,Parks & Playgrounds,2018
106400,CPLID1940,Play Structures,CP000002,Parks & Playgrounds,2018
106401,CPLID1942,Bridge replacement,CP000002,Parks & Playgrounds,2018
106402,CPLID1943,Bridge replacement,CP000002,Parks & Playgrounds,2018
106403,CPLID1944,Bridge replacement,CP000002,Parks & Playgrounds,2018
106404,CPLID1883,Detailed design of the Robie and Young Ave Transit Priority Corridor,CM000009,Halifax Transit,2018
106405,CPLID1884,Detailed design and implementation of Portland St. at Woodlawn Transit Priority Measures,CM000009,Halifax Transit,2018
106406,CPLID1885,Design and construction of smaller Transit Priority Measures (ex. Main at Gordon in Dartmouth),CM000009,Halifax Transit,2018
106407,CPLID1886,"Design for Woodside Ferry Terminal Recapitalization, initiate recapitalization work",CB000042,Halifax Transit,2018
106408,CPLID1887,Complete the detailed design of the Wrights Cove Terminal and associated studies,CR000007,Halifax Transit,2018
106409,CPLID1162,Guide Rail replacement,CRU01079,Roads & Active Transportation,2017
106410,CPLID1161,Guide Rail replacement,CRU01079,Roads & Active Transportation,2017
106411,CPLID1163,Guide Rail replacement,CRU01079,Roads & Active Transportation,2017
106412,CPLID1164,Guide Rail replacement,CRU01079,Roads & Active Transportation,2017
106413,CPLID1166,Guide Rail replacement,CRU01079,Roads & Active Transportation,2017
106414,CPLID1167,Retaining wall,CRU01079,Roads & Active Transportation,2017
106415,CPLID1969,Ballfield Lighting,CP000003,Parks & Playgrounds,2018
106416,CPLID1970,Ballfield Parking lot improvements (Kingswood Area Rate),CP000003,Parks & Playgrounds,2018
106417,CPLID1971,New Court,CP000004,Parks & Playgrounds,2018
106418,CPLID1972,New Court,CP000004,Parks & Playgrounds,2018
106419,CPLID1973,New Court,CP000004,Parks & Playgrounds,2018
106420,CPLID1974,Trail construction - phase 3,CP000014,Parks & Playgrounds,2018
106421,CPLID966,Retaining Wall,CP000002,Parks & Playgrounds,2016
